"player","level_overall","level_atk","level_def","level_str","level_constiution","level_range","level_prayer","level_magic","level_cooking","level_wood_cutting","level_fletching","level_fishing","level_fire_making","level_crafting","level_smithing","level_mining","level_herb","level_agile","level_theiving","level_slayer","level_farming","level_rune_crafting","level_hunting","level_construction","level_summoning","level_dungeoneering","level_div","level_inven","level_arc","total_xp_overall","cluster","Basic_member_pure","Obby_Mauler_Pure","Black_Pure","Turmoil_Proselyte_Pure","Barrows_Pure","Anti_Pure","Summoning_Tank_Defence"
"ITIass",2035,99,99,99,99,73,99,73,99,99,93,99,99,75,75,60,83,64,53,60,61,99,61,76,51,30,55,1,1,155652089,2,0,0,0,0,0,0,0
"Karilzeus741",183,16,16,17,19,1,1,1,15,1,1,1,1,1,30,24,1,1,1,1,1,1,1,1,1,1,1,1,1,40383,1,0,0,0,0,0,0,0
"Gurrett",2732,99,99,99,99,99,99,99,99,99,99,99,99,95,99,99,99,99,99,101,99,96,99,95,99,99,99,120,47,501490090,1,0,0,0,0,0,0,0
"[#4Q3C4MB7W]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"Icelazer554",2650,99,99,99,99,99,99,99,99,99,99,92,99,99,99,85,99,99,99,99,99,86,99,99,99,87,85,62,74,329453479,1,0,0,0,0,0,0,0
"[#3GFKFO984]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"Prince+Skip",2579,99,99,99,99,99,99,99,99,89,99,99,94,99,99,84,99,99,99,96,84,70,77,88,99,80,88,86,59,302000707,1,0,0,0,0,0,0,0
"[#VZPMA6YAE]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"Tom+973",2746,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,92,99,99,99,96,96,99,99,86,751500439,1,0,0,0,0,0,0,0
"76autumnox",123,15,15,15,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16071,1,0,0,0,0,0,0,0
"GAZZA+BEAZA",2841,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,104,99,99,103,103,99,99,99,99,113,99,120,120,802233947,1,0,0,0,0,0,0,0
"CanardMaster",165,15,32,15,30,1,1,33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,57235,1,0,0,0,0,0,0,0
"per0+o+perr0",1804,99,75,99,98,91,95,99,74,74,51,55,73,64,71,64,50,58,65,77,31,55,56,71,68,88,1,1,1,86425646,1,0,0,0,0,0,0,0
"ghost+t",149,15,21,1,17,1,1,22,1,23,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29488,1,0,0,0,0,0,0,0
"Kurama+kyuu",2096,99,99,99,99,82,80,91,84,97,80,93,97,73,81,76,74,72,87,87,75,76,74,63,73,70,15,1,1,121640548,2,0,0,0,0,0,0,0
"BetaRecktnyz",106,15,17,1,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13340,1,0,0,0,0,0,0,0
"Onii-Shi",2040,99,99,99,99,99,95,99,66,72,66,68,85,80,75,67,75,66,67,60,50,55,58,62,65,88,75,1,50,123359559,2,0,0,0,0,0,0,0
"Chevixa",292,15,27,16,26,25,1,1,28,1,1,29,1,1,35,44,1,1,1,1,1,1,1,1,1,1,1,1,1,142094,1,0,0,0,0,0,0,0
"Landino",2517,99,99,99,99,99,99,93,90,87,83,96,95,87,99,99,99,95,94,97,87,84,87,82,99,90,83,96,1,274195527,1,0,0,0,0,0,0,0
"rkuldsaar",109,15,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14479,1,0,0,0,0,0,0,0
"Kahvipapu",2841,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,119,99,99,103,114,99,99,99,99,118,99,106,103,900470768,1,0,0,0,0,0,0,0
"Blazen112",110,15,18,15,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15827,1,0,0,0,0,0,0,0
"LostDeezNuts",2227,99,99,99,95,90,99,82,80,80,80,80,80,80,80,99,80,80,80,99,47,61,80,80,99,62,80,1,51,228409355,1,0,0,0,0,0,0,0
"BarrGold",157,15,15,16,17,1,1,1,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31099,1,0,0,0,0,0,0,0
"Wrektm+Rangr",2880,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,117,112,99,99,99,99,113,99,120,120,1039102591,1,0,0,0,0,0,0,0
"Valuable+Orb",1,15,1,1,17,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"Natedogger",2785,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,108,101,99,99,99,99,99,99,101,99,532279485,1,0,0,0,0,0,0,0
"petervanderh",234,15,24,20,22,1,1,1,1,23,1,1,27,1,32,34,1,1,1,1,1,1,1,1,1,1,1,1,1,79559,1,0,0,0,0,0,0,0
"Deeper",2590,99,99,99,99,99,99,99,99,99,99,82,99,99,99,85,101,96,90,92,97,96,96,99,99,96,92,71,1,341340391,1,0,0,0,0,0,0,0
"Pepperpebble",1,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"Mizoagnaby",2064,99,99,99,99,99,99,99,99,80,81,80,99,82,99,99,50,51,53,48,30,92,56,55,36,99,45,1,36,187112659,2,0,0,0,0,0,0,0
"1devoid1942",83,15,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8947,1,0,0,0,0,0,0,0
"Glydey",2187,99,99,99,99,99,95,99,73,68,80,73,62,80,81,75,96,75,64,91,68,66,61,80,96,85,80,44,1,175298464,2,0,0,0,0,0,0,0
"41+Feast+566",156,15,1,1,17,1,1,1,1,21,1,1,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23891,1,0,0,0,0,0,0,0
"Voldemort+1a",2778,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,99,99,99,99,99,99,99,99,93,99,110,99,458100366,1,0,0,0,0,0,0,0
"75+Omega+278",324,15,16,15,18,1,1,1,37,28,1,36,27,1,30,28,1,1,1,1,1,1,1,1,1,28,1,1,1,130551,1,0,0,0,0,0,0,0
"Izlo",2838,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,108,99,99,103,99,99,99,99,99,113,99,117,120,727276789,1,0,0,0,0,0,0,0
"Blixoow",481,15,15,15,20,1,20,1,34,28,16,31,20,36,44,50,1,19,26,1,16,1,17,1,1,1,25,1,1,292989,1,0,0,0,0,0,0,0
"Fluffy+Face",2347,99,94,99,99,99,95,99,96,99,99,86,92,92,84,87,99,80,81,90,90,84,87,80,99,100,38,1,1,238570014,1,0,0,0,0,0,0,0
"CheesyPirate",395,15,19,15,20,1,23,17,1,30,26,15,1,1,48,53,1,1,1,1,1,50,1,1,1,1,1,1,1,380044,1,0,0,0,0,0,0,0
"mackelturret",2783,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,104,99,99,103,99,99,99,99,99,99,99,101,99,452544601,1,0,0,0,0,0,0,0
"Bonletemote",297,15,1,1,19,21,1,1,1,1,1,1,1,1,51,54,1,1,1,1,1,1,1,1,1,22,1,1,33,318927,1,0,0,0,0,0,0,0
"Speedarion",2720,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,99,99,99,101,99,99,99,99,102,99,120,20,492099890,1,0,0,0,0,0,0,0
"Dixieeagle71",117,15,1,1,1,1,1,1,34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28834,1,0,0,0,0,0,0,0
"Mr_tea29591",2845,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,111,99,99,106,119,99,99,99,99,115,99,104,112,801846185,1,0,0,0,0,0,0,0
"15jewelcat",120,15,16,15,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15577,1,0,0,0,0,0,0,0
"Sirkill9alot",1533,99,96,97,97,77,66,88,89,64,85,82,70,57,57,85,54,58,65,70,33,37,1,1,1,1,1,1,1,69218197,1,0,0,0,0,0,0,0
"hey+sam",309,15,1,17,22,1,20,1,1,20,1,1,1,54,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1,198502,1,0,0,0,0,0,0,0
"Sunskis",2346,99,99,99,99,99,96,99,99,99,99,99,99,78,74,83,76,99,99,91,72,99,99,76,77,90,46,1,1,244657096,1,0,0,0,0,0,0,0
"Fieberzapfel",1406,15,66,15,63,67,50,31,48,58,75,46,81,85,84,55,28,66,30,42,1,26,75,70,31,46,81,35,27,17703684,3,0,0,0,0,0,0,0
"TwistedOne93",2375,99,99,99,99,99,99,99,99,72,99,99,99,99,99,99,62,77,69,85,61,63,61,80,73,68,81,68,69,223923319,1,0,0,0,0,0,0,0
"38graven2069",215,15,16,15,21,1,21,25,1,1,1,1,1,1,25,25,1,1,1,1,1,1,1,1,1,1,1,1,1,47129,1,0,0,0,0,0,0,0
"Sezuljenkins",1565,99,99,99,99,87,52,60,52,65,71,47,61,74,62,36,24,44,49,60,32,51,29,28,30,77,57,1,20,63398724,1,0,0,0,0,0,0,0
"Niko+Nowak",298,15,1,1,16,1,1,1,40,32,1,35,36,1,35,30,1,1,1,1,1,1,1,1,1,1,1,1,1,154398,1,0,0,0,0,0,0,0
"Wheelgunner",2337,99,99,99,99,99,88,99,99,99,99,87,88,94,93,99,80,88,78,99,67,68,77,81,92,75,92,1,1,234491635,1,0,0,0,0,0,0,0
"[#RKWZC41LP]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"Deucemaan713",2452,99,99,99,99,89,95,93,99,89,80,99,99,82,91,99,81,88,85,88,73,94,77,85,81,80,82,54,73,191124039,2,0,0,0,0,0,0,0
"[#NEGXZKSEJ]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"Missy+Meow",2836,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,111,99,99,104,117,99,99,99,99,107,99,116,103,674445848,1,0,0,0,0,0,0,0
"Wrecckles",120,15,1,23,19,1,1,1,1,1,1,34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35561,1,0,0,0,0,0,0,0
"Stevesel",1907,99,99,99,99,99,87,99,75,83,77,79,70,62,57,67,58,72,66,71,70,56,99,67,69,26,1,1,1,131131831,2,0,0,0,0,0,0,0
"[#UUJOG83GS]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"RSClarkey",2810,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,106,99,99,100,106,99,99,99,99,100,99,120,100,551254566,1,0,0,0,0,0,0,0
"[#1GE2AVH8X]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"W58+Brandon",2856,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,111,99,99,113,120,99,99,99,99,110,99,112,112,778056260,1,0,0,0,0,0,0,0
"Koolace55",103,15,1,1,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12178,1,0,0,0,0,0,0,0
"nexxus+ogt",2292,99,99,99,99,99,99,99,71,79,72,72,77,80,81,79,99,78,73,91,71,80,71,75,99,78,81,91,1,199442352,2,0,0,0,0,0,0,0
"Kingsammich0",123,15,1,1,17,1,1,1,1,1,1,1,1,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,1,16104,1,0,0,0,0,0,0,0
"Max+Het100",2239,99,99,99,99,99,99,99,87,77,75,68,76,80,80,81,99,76,63,99,77,62,61,79,99,99,80,27,1,268353130,1,0,0,0,0,0,0,0
"imarrycheryl",211,15,20,20,21,1,1,1,33,1,1,30,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,58094,1,0,0,0,0,0,0,0
"Boboultimate",2441,99,99,99,99,99,99,99,79,95,80,74,99,96,99,75,99,99,84,99,59,56,63,75,93,75,80,70,99,232493378,1,0,0,0,0,0,0,0
"Napoupy",166,15,1,1,15,1,1,1,1,1,1,1,1,30,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,31659,1,0,0,0,0,0,0,0
"BOSSkar",2768,99,99,99,99,99,99,99,95,99,99,89,99,99,93,93,102,99,99,107,111,91,97,99,99,100,91,120,94,503504451,1,0,0,0,0,0,0,0
"Lbb996",121,15,15,15,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16253,1,0,0,0,0,0,0,0
"DuucTanDoori",2696,99,99,99,99,99,99,99,99,99,99,93,99,90,99,99,101,96,99,106,99,82,90,99,99,83,88,94,90,406846633,1,0,0,0,0,0,0,0
"zuasxr",244,15,26,1,24,28,1,1,1,19,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,51431,1,0,0,0,0,0,0,0
"xwilliumz",2183,99,99,99,99,82,70,90,99,99,86,99,99,79,78,82,81,76,70,91,63,80,99,89,88,50,35,1,1,160488632,2,0,0,0,0,0,0,0
"gre1ber",142,15,15,15,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18493,1,0,0,0,0,0,0,0
"SPARTANGUY23",1551,99,80,83,91,70,53,70,71,99,38,61,84,55,58,66,46,56,57,44,24,49,47,34,62,44,1,1,1,48511799,1,0,0,0,0,0,0,0
"CouchSpudOG",168,15,15,1,17,1,1,1,1,27,1,1,1,1,17,28,1,1,1,1,1,1,1,1,1,1,1,1,1,37156,1,0,0,0,0,0,0,0
"qt+catbloops",2823,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,102,99,99,102,103,99,99,99,99,106,99,120,112,586393518,1,0,0,0,0,0,0,0
"Questdrag651",201,15,18,1,16,1,1,1,15,1,1,1,1,1,17,27,1,1,1,1,1,1,1,1,1,1,1,1,1,35561,1,0,0,0,0,0,0,0
"Charlotttee",2793,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,101,99,99,101,102,99,99,99,99,99,99,103,109,456542410,1,0,0,0,0,0,0,0
"armandojgd",135,15,22,15,22,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23512,1,0,0,0,0,0,0,0
"IllBEAST",1619,99,1,99,99,93,71,64,94,72,86,85,54,54,60,70,35,68,82,41,31,41,42,42,49,85,1,1,1,74996999,1,0,0,0,0,0,0,0
"Maliai",520,15,58,16,52,55,36,1,26,56,1,61,38,43,1,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1181166,1,0,0,0,0,0,0,0
"T0N3COUCH",2110,99,99,99,99,94,98,78,75,99,61,83,74,80,82,93,68,69,68,65,53,52,64,62,67,80,80,22,47,119326287,2,0,0,0,0,0,0,0
"41+Jogre+729",115,15,15,17,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15548,1,0,0,0,0,0,0,0
"tbh+idgaf",1673,99,91,95,97,85,83,79,60,68,51,51,79,60,86,87,26,40,33,53,25,54,42,23,73,99,32,1,1,73600209,1,0,0,0,0,0,0,0
"Ayalasha",156,15,16,1,16,1,1,1,1,1,1,1,1,1,21,24,1,1,1,1,1,1,1,1,1,1,1,1,1,26413,1,0,0,0,0,0,0,0
"YourMother1",2295,99,99,99,99,93,95,80,68,75,71,66,90,81,90,75,98,76,77,108,68,65,66,75,75,76,81,73,77,158610735,2,0,0,0,0,0,0,0
"Abysswoad389",161,15,1,1,16,1,1,1,1,15,1,1,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21679,1,0,0,0,0,0,0,0
"Brian+Bay",2073,99,91,97,99,99,81,99,99,99,99,86,85,74,74,76,69,73,68,82,69,66,67,71,84,65,1,1,1,136869158,2,0,0,0,0,0,0,0
"15+Gold+2533",134,15,1,20,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19991,1,0,0,0,0,0,0,0
"clintonfund",2591,99,99,99,99,99,96,99,99,90,99,99,99,99,99,99,100,90,75,99,65,90,79,99,99,83,89,79,71,349666214,1,0,0,0,0,0,0,0
"57potion1337",99,15,15,15,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13016,1,0,0,0,0,0,0,0
"Pastrami",2582,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,94,99,99,99,92,97,99,93,99,103,93,1,29,394376432,1,0,0,0,0,0,0,0
"18+Fire+2567",179,15,1,19,17,1,1,1,16,24,1,1,25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34521,1,0,0,0,0,0,0,0
"4rtemis",2594,99,99,99,99,96,93,89,99,89,81,99,85,93,99,99,95,99,99,92,83,86,85,95,88,81,94,92,87,260834110,1,0,0,0,0,0,0,0
"Chuchelo45",256,15,21,15,21,15,40,1,20,28,1,1,21,1,1,23,1,1,1,1,1,1,1,1,1,1,1,1,1,88845,1,0,0,0,0,0,0,0
"Lil+Zeegan",2835,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,103,99,99,108,106,99,99,99,99,100,99,120,120,983195027,1,0,0,0,0,0,0,0
"73bunyip2270",90,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9260,1,0,0,0,0,0,0,0
"Divergurl",1620,99,97,99,99,99,82,94,93,91,99,87,82,83,94,94,1,1,1,1,1,82,1,1,1,80,1,1,20,139729964,2,0,0,0,0,0,0,0
"Raskordeluxe",171,15,1,17,18,1,1,1,1,1,1,1,1,1,28,33,1,1,1,1,1,1,1,1,1,1,1,1,1,46181,1,0,0,0,0,0,0,0
"Shorm",2778,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,102,99,99,99,99,99,102,99,99,99,444783488,1,0,0,0,0,0,0,0
"Kolkane",140,15,1,1,17,1,1,1,1,20,1,1,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21727,1,0,0,0,0,0,0,0
"iTz+BMO",2363,99,99,99,99,87,99,98,91,91,92,99,98,90,88,94,98,91,98,93,91,90,94,81,85,116,1,1,1,280126941,1,0,0,0,0,0,0,0
"C81Dc297",1,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"High+off",2020,99,99,93,99,99,92,99,80,82,80,94,62,61,66,73,63,64,67,83,46,60,89,75,70,58,36,1,30,113157378,1,0,0,0,0,0,0,0
"Katalina310",126,15,1,1,16,1,1,1,1,1,1,1,1,1,1,16,1,1,1,1,1,1,1,1,1,1,1,1,1,15790,1,0,0,0,0,0,0,0
"LimeTaco",2494,99,99,97,99,99,99,99,77,86,91,66,91,92,97,99,99,81,81,98,94,83,68,89,99,92,97,64,59,264102313,1,0,0,0,0,0,0,0
"2andy221andr",1,15,1,17,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"123+And+Abc",2230,99,99,99,99,88,95,84,84,88,87,79,93,81,78,78,94,79,76,88,92,72,75,83,75,89,74,1,1,134192973,2,0,0,0,0,0,0,0
"8aliana84620",175,15,16,19,19,1,1,1,1,1,1,1,16,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,1,27605,1,0,0,0,0,0,0,0
"FR+O+STY",2540,99,99,99,99,99,99,99,81,92,85,81,99,99,93,99,99,99,99,87,86,80,83,99,96,99,99,86,1,342937883,1,0,0,0,0,0,0,0
"Pallybruu",111,15,15,15,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14336,1,0,0,0,0,0,0,0
"MrJippy",2772,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,99,99,99,99,97,99,99,99,120,99,99,79,580862045,1,0,0,0,0,0,0,0
"SailorKay",307,15,17,1,19,1,1,1,30,22,1,35,26,22,22,27,1,1,1,1,1,1,1,1,1,1,1,1,1,90520,1,0,0,0,0,0,0,0
"1+HP+Warrior",2365,99,99,99,99,99,99,99,95,87,86,99,80,93,91,86,97,87,75,100,79,73,80,85,99,97,82,1,1,270164468,1,0,0,0,0,0,0,0
"Genieseacut",122,15,1,1,1,1,1,1,18,1,1,37,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39764,1,0,0,0,0,0,0,0
"nzmusclezz",2894,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,119,120,99,99,99,99,117,99,120,120,1005872890,1,0,0,0,0,0,0,0
"13+Light+90",127,15,1,1,16,1,1,1,15,1,1,1,1,1,1,18,1,1,1,1,1,1,1,1,1,1,1,1,1,17017,1,0,0,0,0,0,0,0
"Anakins+Leg",2684,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,107,99,99,99,99,99,99,99,100,1,481283190,1,0,0,0,0,0,0,0
"70cloak1444",159,15,15,15,18,1,15,1,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22669,1,0,0,0,0,0,0,0
"Remegy",2648,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,90,99,99,83,77,76,89,99,95,85,90,82,460240036,1,0,0,0,0,0,0,0
"schelmo199",161,15,15,15,18,1,1,1,22,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26656,1,0,0,0,0,0,0,0
"Danaii",2885,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,107,120,99,99,99,99,120,99,120,120,1105348220,1,0,0,0,0,0,0,0
"Lessparry919",211,15,19,15,20,1,1,1,1,18,1,1,18,1,1,18,1,1,1,1,1,1,1,1,1,1,1,1,1,33300,1,0,0,0,0,0,0,0
"SirRNG",1725,99,80,94,92,75,72,81,77,75,74,76,59,67,60,63,72,65,61,72,70,38,20,52,64,21,44,1,1,46052244,1,0,0,0,0,0,0,0
"Lingling319",215,15,17,16,19,1,1,1,1,1,1,1,1,1,1,1,1,20,1,22,1,1,1,1,1,1,1,1,1,35710,1,0,0,0,0,0,0,0
"A7U",2258,99,96,96,97,99,85,82,99,87,76,86,99,80,80,73,91,76,72,81,99,99,73,80,99,85,68,1,1,184860321,2,0,0,0,0,0,0,0
"69+Ward+2528",128,15,20,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20206,1,0,0,0,0,0,0,0
"MasterLexii",2787,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,103,99,99,99,99,99,99,99,100,109,445041900,1,0,0,0,0,0,0,0
"Verywarm1619",172,15,15,15,18,1,1,1,1,22,1,1,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30064,1,0,0,0,0,0,0,0
"TH3+JOKER",1532,99,99,99,99,92,63,64,63,63,80,57,67,50,33,49,41,52,35,56,27,27,33,35,34,72,26,1,16,66177759,1,0,0,0,0,0,0,0
"Runaxeman498",198,15,1,1,16,1,1,1,16,23,1,1,28,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,1,38950,1,0,0,0,0,0,0,0
"Wikidz",2834,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,104,105,99,99,99,99,103,99,111,113,802688012,1,0,0,0,0,0,0,0
"Anubis257",102,15,17,1,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13558,1,0,0,0,0,0,0,0
"Tx1",2368,99,99,99,99,86,95,95,77,99,76,80,80,82,86,99,104,93,77,72,60,65,72,99,90,81,81,67,56,183310803,2,0,0,0,0,0,0,0
"MrNvrMrs",293,15,15,15,20,17,21,1,22,22,1,1,20,1,30,30,1,1,1,1,1,1,1,1,1,1,1,1,1,73186,1,0,0,0,0,0,0,0
"Henryk+H",2675,99,97,99,99,93,99,99,91,99,91,92,99,92,99,92,93,94,93,103,101,90,94,94,96,96,92,76,113,344794111,1,0,0,0,0,0,0,0
"p09e2tlbhtv",99,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10167,1,0,0,0,0,0,0,0
"fabyzynha",2094,99,99,99,99,99,76,99,64,49,70,69,70,80,80,71,49,84,68,49,39,55,52,72,99,97,81,94,32,260793941,1,0,0,0,0,0,0,0
"SylentBear",132,15,16,1,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16878,1,0,0,0,0,0,0,0
"11woolley11",2720,99,99,99,99,99,98,99,99,99,99,99,99,99,99,99,94,99,99,99,91,91,99,91,99,94,95,88,97,365282744,1,0,0,0,0,0,0,0
"35barrows513",182,15,15,15,18,1,15,1,1,1,1,1,1,1,23,29,1,1,1,1,1,1,1,1,1,1,1,1,1,36867,1,0,0,0,0,0,0,0
"Summmer",2646,99,99,99,99,99,94,99,99,94,93,99,99,95,99,99,99,99,99,90,90,92,92,99,99,92,98,80,52,314576793,1,0,0,0,0,0,0,0
"Mouse2259",301,15,30,15,28,20,23,24,1,18,18,1,1,16,1,16,1,1,1,1,1,1,1,1,1,25,1,1,1,76280,1,0,0,0,0,0,0,0
"Sami+Jer",2744,99,99,99,99,95,96,92,99,99,99,99,99,99,99,99,95,95,99,102,102,99,99,99,97,106,99,89,92,458799898,1,0,0,0,0,0,0,0
"oirta5s5cab",212,15,18,17,23,1,1,31,33,1,1,26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,61491,1,0,0,0,0,0,0,0
"Bolle+053",1497,99,99,99,99,78,80,73,60,74,64,58,44,50,63,69,22,60,47,48,42,30,1,1,73,36,1,1,1,64915016,1,0,0,0,0,0,0,0
"thedude501",579,15,44,1,40,44,1,1,58,63,45,56,54,30,35,47,1,20,1,1,1,1,1,1,1,1,1,1,1,1297564,1,0,0,0,0,0,0,0
"MYSTERl0N",2433,99,96,99,99,85,92,86,99,83,99,99,99,92,99,81,80,83,99,100,67,74,81,88,93,80,81,52,48,200594730,2,0,0,0,0,0,0,0
"[#WMK55OYV1]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"Cxtherine",2423,99,99,99,99,99,91,99,99,99,99,88,99,87,99,96,80,99,81,105,69,66,75,82,99,85,88,1,42,313019700,1,0,0,0,0,0,0,0
"[#SF1KT0SUC]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"Quisies",2046,99,99,99,99,99,76,73,75,79,70,73,74,80,87,70,74,68,68,86,68,70,69,69,60,70,80,1,1,95736754,1,0,0,0,0,0,0,0
"[#8PKZQVPQN]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
