"player","level_overall","level_atk","level_def","level_str","level_constiution","level_range","level_prayer","level_magic","level_cooking","level_wood_cutting","level_fletching","level_fishing","level_fire_making","level_crafting","level_smithing","level_mining","level_herb","level_agile","level_theiving","level_slayer","level_farming","level_rune_crafting","level_hunting","level_construction","level_summoning","level_dungeoneering","level_div","level_inven","level_arc","total_xp_overall","cluster","Basic_member_pure","Obby_Mauler_Pure","Black_Pure","Turmoil_Proselyte_Pure","Barrows_Pure","Anti_Pure","Summoning_Tank_Defence","Skiller_Pure","number_of_99s","number_of_120s"
"Zaeyk",2728,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,99,99,105,100,99,99,99,99,104,99,120,21,709747717,1,0,0,0,0,0,0,0,0,22,1
"Villains92",2781,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,105,99,99,99,99,99,101,99,106,93,469237629,1,0,0,0,0,0,0,0,0,24,0
"Wel+Meneer",2752,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,106,100,99,99,99,99,99,99,109,61,501112319,1,0,0,0,0,0,0,0,0,24,0
"RainyPluviam",2657,99,99,99,99,99,99,99,99,91,95,99,94,92,99,99,100,93,92,100,93,98,90,90,99,99,92,51,99,346495716,1,0,0,0,0,0,0,0,0,14,0
"MrBoxx",2348,99,99,99,99,99,76,99,71,92,99,76,99,99,80,77,85,79,71,86,99,86,88,99,75,76,80,30,31,208108831,2,0,0,0,0,0,0,0,0,11,0
"Nexumera",2796,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,99,99,104,99,99,99,99,99,100,99,117,98,478918863,1,0,0,0,0,0,0,0,0,23,0
"Pintabeer",2792,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,104,99,99,100,111,99,99,99,99,99,99,101,99,502973656,1,0,0,0,0,0,0,0,0,24,0
"MrMeatHunter",2157,99,99,99,99,81,80,81,99,99,99,99,77,79,92,72,82,77,73,91,72,75,71,92,81,86,1,1,1,155842521,2,0,0,0,0,0,0,0,0,8,0
"Poor+Rose",2858,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,109,99,99,113,112,99,99,99,99,116,99,120,110,1124250152,1,0,0,0,0,0,0,0,0,22,1
"Yefim",2202,99,99,99,99,99,99,99,85,85,82,74,85,81,75,78,97,80,73,99,80,80,71,72,97,107,1,1,1,223447397,1,0,0,0,0,0,0,0,0,8,0
"Issylala",2873,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,117,99,99,109,120,99,99,99,99,109,99,120,120,968088135,1,0,0,0,0,0,0,0,0,22,3
"T+Rabbit321",2653,99,99,95,99,94,99,96,96,99,99,99,99,99,99,99,99,99,99,100,99,99,94,98,99,106,99,88,1,401574533,1,0,0,0,0,0,0,0,0,18,0
"bpj4",2390,99,99,99,99,99,99,99,74,80,75,77,82,84,92,81,100,87,85,94,70,76,77,82,99,98,81,83,20,330226562,1,0,0,0,0,0,0,0,0,8,0
"mayan+reaper",2600,99,99,99,99,99,96,99,93,92,90,99,93,95,99,99,96,88,79,104,81,95,79,83,91,86,96,94,78,325938373,1,0,0,0,0,0,0,0,0,9,0
"Yuki-OniChan",2794,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,99,120,99,804188764,1,0,0,0,0,0,0,0,0,26,1
"Halfdan94",2810,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,101,99,99,111,102,99,99,99,99,101,99,115,102,614064511,1,0,0,0,0,0,0,0,0,22,0
"Toucanu",2761,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,101,99,99,104,69,99,99,99,99,115,99,90,104,516174522,1,0,0,0,0,0,0,0,0,22,0
"Jim+Gordon",2209,99,99,99,99,99,99,99,77,79,92,66,85,79,77,76,99,76,66,101,71,64,71,76,96,90,73,1,1,197260294,2,0,0,0,0,0,0,0,0,8,0
"Arch-Fumus",2563,99,99,99,99,99,99,88,99,83,76,71,74,99,80,78,99,97,99,87,99,99,75,99,99,100,92,100,76,324141202,1,0,0,0,0,0,0,0,0,14,0
"dwaf+lord3",2361,99,99,99,99,99,99,98,99,80,76,73,77,80,82,99,99,84,87,87,74,95,99,82,99,99,80,17,1,234520980,1,0,0,0,0,0,0,0,0,12,0
"VentizReborn",2138,99,99,99,99,99,95,99,75,77,78,74,75,78,72,85,94,79,67,90,66,71,68,75,82,89,52,1,1,149404336,2,0,0,0,0,0,0,0,0,6,0
"Ciressa",2841,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,106,99,99,109,105,99,99,99,99,103,99,120,120,759429054,1,0,0,0,0,0,0,0,0,22,2
"RuneMaze2",2665,99,99,99,99,99,96,99,90,90,93,92,99,96,99,99,100,96,99,96,99,90,93,91,90,99,91,82,91,325298370,1,0,0,0,0,0,0,0,0,12,0
"MrSjenkhoofd",2844,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,116,99,99,108,114,99,99,99,99,101,99,120,107,935866935,1,0,0,0,0,0,0,0,0,22,1
"Mn+Abyss+Btw",2836,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,106,99,99,120,106,99,99,99,99,120,99,120,86,1293190260,1,0,0,0,0,0,0,0,0,22,3
"Casey+Jones3",2846,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,105,108,99,99,99,99,119,99,117,120,662705229,1,0,0,0,0,0,0,0,0,23,1
"Calm+Storms",2494,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,86,99,81,92,83,84,84,92,98,82,99,28,1,283828134,1,0,0,0,0,0,0,0,0,17,0
"Baby+Zelda",2196,99,99,99,99,99,95,87,99,99,71,95,76,81,80,77,83,81,83,88,65,58,63,77,76,77,80,1,1,153449783,2,0,0,0,0,0,0,0,0,7,0
"T3htimshow",2212,99,99,99,99,92,95,99,85,99,80,84,80,82,80,80,78,79,73,90,70,70,65,77,82,80,73,1,22,148378260,2,0,0,0,0,0,0,0,0,6,0
"kooger",2107,99,99,99,99,99,83,95,83,78,99,76,76,99,80,81,74,74,58,100,71,62,51,61,81,71,57,1,1,163162890,2,0,0,0,0,0,0,0,0,7,0
"agentyp",2677,99,99,99,99,94,94,99,93,94,91,96,90,95,99,99,97,94,80,82,111,94,82,86,83,89,99,120,120,481640707,1,0,0,0,0,0,0,0,0,8,2
"Handbuch+L",2869,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,106,99,99,120,105,99,99,99,99,120,99,120,120,848102471,1,0,0,0,0,0,0,0,0,22,4
"FkRc",2108,99,99,99,99,83,99,99,88,84,76,85,85,70,72,66,99,70,67,90,60,99,65,70,91,88,1,1,1,150305083,2,0,0,0,0,0,0,0,0,8,0
"BarnacleJ",2703,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,103,101,99,99,99,99,120,99,102,1,514521816,1,0,0,0,0,0,0,0,0,23,1
"Alandroal",2666,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,93,99,100,97,99,99,99,99,96,96,103,1,522336136,1,0,0,0,0,0,0,0,0,20,0
"Ashs+og",2440,99,99,99,99,99,99,99,99,92,99,82,99,99,91,99,99,88,85,86,66,63,82,80,83,80,99,70,1,240245305,1,0,0,0,0,0,0,0,0,14,0
"NickScape",1944,99,99,99,99,99,71,99,76,77,73,62,77,86,61,66,75,70,99,81,69,46,66,60,79,53,1,1,1,129673617,2,0,0,0,0,0,0,0,0,7,0
"Ghostaux",2812,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,104,99,99,108,102,99,99,99,99,101,99,120,99,641734169,1,0,0,0,0,0,0,0,0,23,1
"Jackomalley",2830,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,99,99,106,104,99,99,99,99,115,99,114,113,568973987,1,0,0,0,0,0,0,0,0,22,0
"Roti+Pratas",2630,99,99,99,99,99,95,99,99,99,73,99,81,92,83,96,99,79,69,99,99,92,77,80,99,100,99,107,120,451900678,1,0,0,0,0,0,0,0,0,14,1
"Chr+Master",2824,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,99,99,106,119,99,99,99,99,114,99,104,103,645293780,1,0,0,0,0,0,0,0,0,22,0
"Fungus+Man",2394,99,99,99,99,99,99,99,83,87,83,99,99,86,87,84,92,99,87,92,87,86,83,93,99,90,83,1,1,242921391,1,0,0,0,0,0,0,0,0,11,0
"English+Aura",2207,99,99,99,99,83,83,99,99,99,99,79,99,99,76,75,75,75,99,89,71,63,72,75,75,70,54,1,1,176065312,2,0,0,0,0,0,0,0,0,11,0
"TexanArmadyl",2793,99,99,99,99,99,99,99,99,99,95,99,99,98,99,99,100,94,99,100,107,93,99,96,99,98,99,116,113,515006667,1,0,0,0,0,0,0,0,0,17,0
"Shue",2821,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,101,99,99,112,107,99,99,99,99,105,99,113,105,617838389,1,0,0,0,0,0,0,0,0,22,0
"Leonidvs+I",2314,99,99,99,99,99,95,99,83,79,72,75,89,81,80,75,99,83,72,95,65,61,66,84,94,99,80,23,70,204933362,2,0,0,0,0,0,0,0,0,8,0
"O+RICO+DE+SC",2688,99,99,99,99,99,99,99,90,99,99,81,99,99,99,99,100,99,85,87,99,90,99,99,99,99,99,92,83,509914411,1,0,0,0,0,0,0,0,0,20,0
"Nm+Only",2189,99,99,99,99,99,95,99,69,80,71,78,75,81,80,76,97,76,68,86,48,52,55,88,88,78,80,58,16,153788944,2,0,0,0,0,0,0,0,0,6,0
"Tresor+CZ",2824,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,105,99,99,102,120,99,99,99,99,101,99,99,119,1255719294,1,0,0,0,0,0,0,0,0,23,1
"Andreee",2752,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,99,99,105,94,91,99,99,99,96,99,95,92,465515880,1,0,0,0,0,0,0,0,0,21,0
"TankMage-007",2888,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,112,120,99,99,99,99,118,99,120,120,987187775,1,0,0,0,0,0,0,0,0,22,4
"Leghatto",2435,99,99,99,99,99,93,99,72,81,77,73,92,88,82,85,99,99,71,100,72,73,77,90,91,83,81,54,108,221725046,1,0,0,0,0,0,0,0,0,8,0
"Str+pwn+r",2548,99,99,99,99,99,92,99,86,87,91,84,99,92,99,99,82,93,84,99,83,83,93,89,85,88,85,80,81,239814869,1,0,0,0,0,0,0,0,0,10,0
"cesil",2609,99,99,99,99,99,99,99,86,99,82,99,99,86,90,86,99,99,85,101,83,81,93,86,99,106,84,92,81,323626371,1,0,0,0,0,0,0,0,0,13,0
"Whoami",2861,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,107,114,99,99,99,99,102,99,120,120,924751381,1,0,0,0,0,0,0,0,0,22,3
"Circelle",2887,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,116,120,99,99,99,99,113,99,120,120,1329903015,1,0,0,0,0,0,0,0,0,22,4
"Xil-Hunter",2407,99,99,99,99,99,99,99,71,85,94,66,76,82,80,81,101,86,68,94,64,72,90,76,99,110,84,78,57,370556882,1,0,0,0,0,0,0,0,0,8,0
"Siimon",2685,99,99,99,99,99,99,99,99,86,99,99,99,99,99,99,99,93,99,97,96,90,93,80,99,91,88,92,96,363615022,1,0,0,0,0,0,0,0,0,17,0
"SnapMyCh0ker",2704,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,91,99,96,89,89,99,99,99,99,98,95,77,89,345371425,1,0,0,0,0,0,0,0,0,20,0
"RAS3",2830,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,116,99,99,110,103,99,99,99,99,103,99,115,105,653195526,1,0,0,0,0,0,0,0,0,22,0
"B+R+S",2843,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,108,120,99,99,99,99,105,99,120,92,1968085356,2,0,0,0,0,0,0,0,0,22,3
"M-Dawggie",2801,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,107,99,99,99,99,99,99,99,99,99,99,120,99,668335785,1,0,0,0,0,0,0,0,0,26,1
"XcalenX",2793,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,104,99,99,104,100,99,99,99,99,99,99,109,99,485438550,1,0,0,0,0,0,0,0,0,24,0
"Ironmonke",2863,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,105,117,99,99,99,99,103,99,120,120,1003388532,1,0,0,0,0,0,0,0,0,22,3
"LORDVADER91",2826,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,104,99,99,103,112,99,99,99,99,101,99,108,120,652109751,1,0,0,0,0,0,0,0,0,22,1
"tricci3",2890,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,119,99,99,119,119,99,99,99,99,115,99,120,120,1627430199,1,0,0,0,0,0,0,0,0,22,2
"Promethium",2596,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,99,99,99,99,99,99,99,99,118,99,1,1,491639260,1,0,0,0,0,0,0,0,0,24,0
"swampin+boy",2587,99,99,99,99,99,99,99,85,91,99,99,84,90,85,99,99,99,83,93,94,79,80,88,99,88,99,96,65,347876576,1,0,0,0,0,0,0,0,0,14,0
"bb+Joe",2395,99,99,99,99,99,99,99,95,77,71,59,67,81,81,76,99,77,57,100,106,53,51,79,99,82,99,120,73,1064910816,1,0,0,0,0,0,0,0,0,10,1
"Spliffingson",2858,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,115,99,99,103,115,99,99,99,99,110,99,120,117,690623386,1,0,0,0,0,0,0,0,0,22,1
"moo2112",2893,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,120,115,99,99,99,99,120,99,120,120,1527744611,1,0,0,0,0,0,0,0,0,22,5
"bearspup",2834,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,103,99,99,104,110,99,99,99,99,99,99,120,120,722146186,1,0,0,0,0,0,0,0,0,23,2
"Red+Apples92",2790,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,102,99,99,99,99,99,99,114,99,534840385,1,0,0,0,0,0,0,0,0,26,0
"Kaiben",2109,99,99,99,99,99,84,95,67,78,70,65,87,79,80,76,75,77,68,99,70,57,72,76,91,77,69,1,1,126904914,2,0,0,0,0,0,0,0,0,6,0
"Sea+Queen",1791,99,99,99,99,95,78,77,99,99,56,99,60,56,74,86,47,62,59,48,53,48,48,48,53,47,1,1,1,118308216,2,0,0,0,0,0,0,0,0,7,0
"No+Blue+Sky",2568,99,99,99,99,91,99,99,99,99,99,92,99,99,99,96,95,80,82,87,92,99,81,88,96,95,90,60,56,297358325,1,0,0,0,0,0,0,0,0,13,0
"Nyxos",2840,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,115,99,99,101,120,99,99,99,99,100,99,113,113,716696717,1,0,0,0,0,0,0,0,0,22,1
"RickEsTm0rTy",2619,99,99,99,99,99,99,99,84,88,99,81,93,99,90,80,100,99,99,100,91,84,81,88,99,91,99,97,84,380029611,1,0,0,0,0,0,0,0,0,13,0
"Zkittelz",2355,99,99,99,99,88,95,93,94,99,99,81,86,84,85,77,95,81,76,88,93,75,80,83,90,78,80,23,36,168453730,2,0,0,0,0,0,0,0,0,6,0
"Mario8",2630,99,99,99,99,99,99,99,99,83,99,90,86,92,87,86,99,85,88,99,94,87,88,99,93,88,99,88,108,314137045,1,0,0,0,0,0,0,0,0,13,0
"Rosalind",2815,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,102,99,99,103,102,99,99,99,99,107,99,103,120,547609591,1,0,0,0,0,0,0,0,0,22,1
"x+smurth+x",2318,99,99,99,99,99,99,99,98,96,99,93,99,88,80,99,99,89,73,95,86,80,77,74,98,99,1,1,1,251086824,1,0,0,0,0,0,0,0,0,12,0
"JaxTheDeer",2736,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,97,99,99,105,99,83,99,84,99,93,89,112,93,451508867,1,0,0,0,0,0,0,0,0,20,0
"Lazy+Quester",2792,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,99,99,107,108,99,99,99,99,99,99,101,99,673867911,1,0,0,0,0,0,0,0,0,24,0
"Sneks",2802,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,106,100,99,99,99,99,100,99,120,99,569395219,1,0,0,0,0,0,0,0,0,24,1
"DeusEx+Redux",2801,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,101,99,99,101,103,99,99,99,99,115,99,120,83,560572528,1,0,0,0,0,0,0,0,0,22,1
"Siririca",2457,99,99,99,99,99,92,99,99,95,99,95,99,85,99,99,100,73,91,72,98,79,76,95,89,92,80,1,44,330313912,1,0,0,0,0,0,0,0,0,11,0
"ShinyKiwi",2439,99,99,99,99,99,99,99,92,84,99,99,99,92,84,99,99,87,72,100,67,62,80,78,99,81,81,86,1,336015265,1,0,0,0,0,0,0,0,0,13,0
"Dogblast2852",1851,99,99,99,99,99,74,80,90,99,81,92,72,63,61,81,60,62,60,84,57,44,30,41,57,36,30,1,1,114783099,1,0,0,0,0,0,0,0,0,6,0
"Hanflig",2279,99,91,99,99,99,99,99,83,99,99,86,79,85,86,83,83,83,79,82,78,78,79,84,84,83,80,1,1,167915973,2,0,0,0,0,0,0,0,0,8,0
"Miss+Chouk",2720,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,92,99,103,100,92,99,91,99,96,99,94,72,405390770,1,0,0,0,0,0,0,0,0,20,0
"Mvpbballer+1",2755,99,99,99,99,99,99,99,96,99,99,99,95,99,99,99,100,99,93,94,100,93,98,99,99,93,99,110,100,456170984,1,0,0,0,0,0,0,0,0,17,0
"Sorias+Felyn",2822,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,102,109,99,99,99,99,101,99,104,108,594615896,1,0,0,0,0,0,0,0,0,22,1
"Pet+Dragon+2",2735,99,99,99,99,99,97,99,97,99,98,99,93,99,99,99,100,98,99,106,110,79,95,82,99,101,99,111,82,539058847,1,0,0,0,0,0,0,0,0,14,0
"Kalm+Kali",2004,99,99,99,99,85,98,80,89,99,71,99,71,65,99,99,53,63,60,66,50,55,44,73,71,41,55,1,21,148596363,2,0,0,0,0,0,0,0,0,8,0
"Lucarvin",2183,99,99,99,99,92,81,99,85,95,99,83,97,75,85,99,81,72,71,66,75,71,68,83,61,67,55,1,26,150801483,2,0,0,0,0,0,0,0,0,7,0
"Trudeau123",2502,99,99,99,99,99,99,99,99,84,85,99,99,99,99,85,76,99,74,82,71,71,73,99,85,83,83,65,99,251849790,1,0,0,0,0,0,0,0,0,15,0
"Joker_Is_It",2262,99,99,99,99,92,99,99,64,65,74,82,84,96,93,70,77,66,77,96,59,54,80,75,62,104,82,53,63,161462293,2,0,0,0,0,0,0,0,0,6,0
"B3njamin",2830,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,102,99,99,104,100,99,99,99,99,106,99,120,120,622735605,1,0,0,0,0,0,0,0,0,22,2
"Mister+Knox",2517,99,99,99,99,99,99,99,99,84,99,78,99,95,99,99,99,86,80,101,87,73,88,86,99,106,81,66,20,293259019,1,0,0,0,0,0,0,0,0,14,0
"rexhuntcombo",2536,99,99,99,99,99,99,99,99,99,99,90,99,99,84,87,99,97,83,95,86,90,89,90,99,94,94,45,26,271934915,1,0,0,0,0,0,0,0,0,14,0
"viiii0",2815,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,99,99,99,99,99,120,100,725253707,1,0,0,0,0,0,0,0,0,25,2
"Astryx_x",2430,99,99,99,99,88,81,92,99,99,99,84,99,99,99,99,88,90,69,93,73,71,76,80,79,79,81,58,59,212514671,1,0,0,0,0,0,0,0,0,11,0
"Barbye+Mandy",2898,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,120,120,99,99,99,99,120,99,120,120,2685778058,2,0,0,0,0,0,0,0,0,22,6
"BLOIS",2840,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,115,102,99,99,99,99,106,99,120,99,780691292,1,0,0,0,0,0,0,0,0,23,2
"Scathe",1,99,99,99,99,99,95,99,99,99,84,99,99,84,84,96,99,82,77,77,83,71,71,99,94,88,78,1,1,1,1,0,0,0,0,0,0,0,0,12,0
"Bowl+Of+Herb",2199,99,99,99,99,99,90,99,91,98,96,99,99,81,76,77,91,70,71,90,74,61,52,60,76,103,48,1,1,213009055,1,0,0,0,0,0,0,0,0,8,0
"aiecha",2506,99,99,99,99,99,99,99,81,99,85,99,99,99,99,99,81,88,72,89,99,66,67,85,99,90,88,76,53,296393733,1,0,0,0,0,0,0,0,0,15,0
"Kuhlers",2849,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,105,99,99,120,107,99,99,99,99,113,99,120,106,1198511506,1,0,0,0,0,0,0,0,0,22,2
"Roland+Lyons",2684,99,99,99,99,99,99,99,96,99,89,93,99,93,99,99,99,91,95,103,87,86,99,99,99,87,90,84,105,339947224,1,0,0,0,0,0,0,0,0,15,0
"Drunk+Blonde",2898,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,120,120,99,99,99,99,120,99,120,120,1940197101,2,0,0,0,0,0,0,0,0,22,6
"Safire53",2331,99,99,99,99,99,96,99,80,80,75,70,80,81,81,81,99,81,99,72,88,71,77,83,82,91,81,39,50,172867923,2,0,0,0,0,0,0,0,0,8,0
"Liquidhelium",2891,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,113,120,99,99,99,99,120,99,120,120,1374234392,1,0,0,0,0,0,0,0,0,22,5
"ScrubOP",2822,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,109,99,99,101,102,99,99,99,99,99,99,120,113,586785568,1,0,0,0,0,0,0,0,0,23,1
"Bon+Ice",2807,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,101,99,99,104,100,99,99,99,99,112,99,113,99,541817600,1,0,0,0,0,0,0,0,0,23,0
"v2g2ta",2501,99,99,99,99,99,95,99,85,91,71,91,91,99,99,80,99,85,80,91,80,76,90,92,97,100,99,60,56,262551471,1,0,0,0,0,0,0,0,0,10,0
"Dostoevskij",2073,99,99,99,99,99,93,99,71,85,71,70,85,67,67,77,69,67,86,68,62,63,73,73,82,81,53,1,15,127244479,2,0,0,0,0,0,0,0,0,6,0
"Arys",2446,99,99,99,99,99,99,99,70,99,70,83,86,80,83,86,84,78,99,81,91,99,80,75,99,80,99,60,71,233791623,1,0,0,0,0,0,0,0,0,12,0
"Lazy+Cobra",2799,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,108,99,99,99,103,99,99,99,99,100,99,108,103,561735443,1,0,0,0,0,0,0,0,0,23,0
"Illuminatorr",2381,99,99,99,99,95,99,99,99,99,99,87,99,99,92,80,99,99,80,85,81,99,80,80,90,93,50,1,1,245150384,1,0,0,0,0,0,0,0,0,14,0
"Slather",2676,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,101,99,99,99,99,99,99,99,99,99,99,99,1,419046015,1,0,0,0,0,0,0,0,0,26,0
"king+grief",2692,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,99,99,106,99,99,99,99,99,100,99,108,1,498078282,1,0,0,0,0,0,0,0,0,23,0
"moge",2236,99,99,99,99,77,95,99,99,92,99,75,74,80,80,76,92,75,67,93,63,68,73,79,75,76,80,32,21,173385490,2,0,0,0,0,0,0,0,0,7,0
"Cynyster",2670,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,92,99,100,85,88,99,95,99,102,97,102,28,404483925,1,0,0,0,0,0,0,0,0,19,0
"Jchaplin2",2898,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,120,120,99,99,99,99,120,99,120,120,1271744168,1,0,0,0,0,0,0,0,0,22,6
"Razor+Leaf",2815,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,103,99,99,115,101,99,99,99,99,99,99,120,99,770277197,1,0,0,0,0,0,0,0,0,24,1
"LordPlutonio",2766,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,78,100,99,99,98,99,99,102,99,111,99,642332269,1,0,0,0,0,0,0,0,0,23,0
"andruwvirus",2818,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,112,99,99,105,112,99,99,99,99,102,99,109,100,708314459,1,0,0,0,0,0,0,0,0,22,0
"ITIass",2035,99,99,99,99,73,99,73,99,99,93,99,99,75,75,60,83,64,53,60,61,99,61,76,51,30,55,1,1,155652089,2,0,0,0,0,0,0,0,0,10,0
"Gurrett",2732,99,99,99,99,99,99,99,99,99,99,99,99,95,99,99,99,99,99,101,99,96,99,95,99,99,99,120,47,501490090,1,0,0,0,0,0,0,0,0,22,1
"Icelazer554",2650,99,99,99,99,99,99,99,99,99,99,92,99,99,99,85,99,99,99,99,99,86,99,99,99,87,85,62,74,329453479,1,0,0,0,0,0,0,0,0,21,0
"Prince+Skip",2579,99,99,99,99,99,99,99,99,89,99,99,94,99,99,84,99,99,99,96,84,70,77,88,99,80,88,86,59,302000707,1,0,0,0,0,0,0,0,0,16,0
"Tom+973",2746,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,92,99,99,99,96,96,99,99,86,751500439,1,0,0,0,0,0,0,0,0,24,0
"GAZZA+BEAZA",2841,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,104,99,99,103,103,99,99,99,99,113,99,120,120,802233947,1,0,0,0,0,0,0,0,0,22,2
"Onii-Shi",2040,99,99,99,99,99,95,99,66,72,66,68,85,80,75,67,75,66,67,60,50,55,58,62,65,88,75,1,50,123359559,2,0,0,0,0,0,0,0,0,6,0
"Landino",2517,99,99,99,99,99,99,93,90,87,83,96,95,87,99,99,99,95,94,97,87,84,87,82,99,90,83,96,1,274195527,1,0,0,0,0,0,0,0,0,10,0
"Kahvipapu",2841,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,119,99,99,103,114,99,99,99,99,118,99,106,103,900470768,1,0,0,0,0,0,0,0,0,22,0
"LostDeezNuts",2227,99,99,99,95,90,99,82,80,80,80,80,80,80,80,99,80,80,80,99,47,61,80,80,99,62,80,1,51,228409355,1,0,0,0,0,0,0,0,0,7,0
"Wrektm+Rangr",2880,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,117,112,99,99,99,99,113,99,120,120,1039102591,1,0,0,0,0,0,0,0,0,22,3
"Natedogger",2785,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,108,101,99,99,99,99,99,99,101,99,532279485,1,0,0,0,0,0,0,0,0,25,0
"Deeper",2590,99,99,99,99,99,99,99,99,99,99,82,99,99,99,85,101,96,90,92,97,96,96,99,99,96,92,71,1,341340391,1,0,0,0,0,0,0,0,0,15,0
"Mizoagnaby",2064,99,99,99,99,99,99,99,99,80,81,80,99,82,99,99,50,51,53,48,30,92,56,55,36,99,45,1,36,187112659,2,0,0,0,0,0,0,0,0,12,0
"Glydey",2187,99,99,99,99,99,95,99,73,68,80,73,62,80,81,75,96,75,64,91,68,66,61,80,96,85,80,44,1,175298464,2,0,0,0,0,0,0,0,0,6,0
"Voldemort+1a",2778,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,99,99,99,99,99,99,99,99,93,99,110,99,458100366,1,0,0,0,0,0,0,0,0,25,0
"Izlo",2838,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,108,99,99,103,99,99,99,99,99,113,99,117,120,727276789,1,0,0,0,0,0,0,0,0,23,1
"Fluffy+Face",2347,99,94,99,99,99,95,99,96,99,99,86,92,92,84,87,99,80,81,90,90,84,87,80,99,100,38,1,1,238570014,1,0,0,0,0,0,0,0,0,9,0
